COU,country,MAT,material,STREAMs,stream,YEA,year,value,Flag Codes,Flags
NOR,Norway,OTHER,Other non-ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2020,2020,0.001,,
NOR,Norway,FERROUS,Ferrous metals,COL_RECYCLE,Waste collected for recycling,2010,2010,0,,
NOR,Norway,FERROUS,Ferrous metals,COL_RECYCLE,Waste collected for recycling,2012,2012,0,,
NOR,Norway,FERROUS,Ferrous metals,COL_RECYCLE,Waste collected for recycling,2014,2014,0,,
NOR,Norway,FERROUS,Ferrous metals,COL_RECYCLE,Waste collected for recycling,2016,2016,135.679,,
NOR,Norway,FERROUS,Ferrous metals,COL_RECYCLE,Waste collected for recycling,2018,2018,130.724,,
NOR,Norway,FERROUS,Ferrous metals,COL_RECYCLE,Waste collected for recycling,2020,2020,66.152,,
NOR,Norway,FERROUS,Ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,0,,
NOR,Norway,FERROUS,Ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,0,,
NOR,Norway,FERROUS,Ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2014,2014,0,,
NOR,Norway,FERROUS,Ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2016,2016,5.947,,
NOR,Norway,FERROUS,Ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2018,2018,0.001,,
NOR,Norway,FERROUS,Ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2020,2020,0.004,,
NOR,Norway,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2010,2010,16.436,,
NOR,Norway,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2012,2012,70.49,,
NOR,Norway,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2014,2014,120.93,,
NOR,Norway,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2016,2016,133.375,,
NOR,Norway,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2018,2018,130.022,,
NOR,Norway,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2020,2020,142.27,,
NOR,Norway,PLASTIC,Plastics,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,36.604,,
NOR,Norway,PLASTIC,Plastics,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,83.801,,
NOR,Norway,PLASTIC,Plastics,INC_RECOVERY,Waste incinerated with energy recovery,2014,2014,129.214,,
NOR,Norway,PLASTIC,Plastics,INC_RECOVERY,Waste incinerated with energy recovery,2016,2016,123.736,,
NOR,Norway,PLASTIC,Plastics,INC_RECOVERY,Waste incinerated with energy recovery,2018,2018,144.635,,
NOR,Norway,PLASTIC,Plastics,INC_RECOVERY,Waste incinerated with energy recovery,2020,2020,70.268,,
NOR,Norway,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2010,2010,358.5,,
NOR,Norway,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2012,2012,901.791,,
NOR,Norway,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2014,2014,969.092,,
NOR,Norway,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2016,2016,479.34,,
NOR,Norway,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2018,2018,868.124,,
NOR,Norway,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2020,2020,609.659,,
NOR,Norway,METAL,All metals,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,0,,
NOR,Norway,METAL,All metals,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,0.391,,
NOR,Norway,METAL,All metals,INC_RECOVERY,Waste incinerated with energy recovery,2014,2014,0.981,,
NOR,Norway,METAL,All metals,INC_RECOVERY,Waste incinerated with energy recovery,2016,2016,21.012,,
NOR,Norway,METAL,All metals,INC_RECOVERY,Waste incinerated with energy recovery,2018,2018,19.291,,
NOR,Norway,METAL,All metals,INC_RECOVERY,Waste incinerated with energy recovery,2020,2020,14.023,,
NOR,Norway,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2010,2010,124.337,,
NOR,Norway,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2012,2012,589.351,,
NOR,Norway,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2014,2014,989.134,,
NOR,Norway,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2016,2016,1355.565,,
NOR,Norway,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2018,2018,1109.843,,
NOR,Norway,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2020,2020,1815.974,,
NOR,Norway,MASONRY,Masonry materials,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,0,,
NOR,Norway,MASONRY,Masonry materials,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,0.048,,
NOR,Norway,MASONRY,Masonry materials,INC_RECOVERY,Waste incinerated with energy recovery,2014,2014,34.421,,
NOR,Norway,MASONRY,Masonry materials,INC_RECOVERY,Waste incinerated with energy recovery,2016,2016,36.195,,
NOR,Norway,MASONRY,Masonry materials,INC_RECOVERY,Waste incinerated with energy recovery,2018,2018,26.376,,
NOR,Norway,MASONRY,Masonry materials,INC_RECOVERY,Waste incinerated with energy recovery,2020,2020,26.236,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2010,2010,574.162,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2012,2012,208.234,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2014,2014,415.809,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2016,2016,359.224,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2018,2018,399.306,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2020,2020,318.718,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2004,2004,68.126,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2006,2006,85.67,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2008,2008,112.812,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,332.208,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,256.529,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2014,2014,282.575,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2016,2016,257.705,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2018,2018,261.12,,
NOR,Norway,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2020,2020,265.987,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2006,2006,489.243,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2007,2007,505.895,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2008,2008,708.786,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2009,2009,705.215,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2010,2010,722.024,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2011,2011,726.557,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2012,2012,696.396,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2013,2013,740.015,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2014,2014,763.024,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2015,2015,793.992,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2016,2016,782.727,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2017,2017,860.391,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2018,2018,855.811,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2019,2019,885.135,,
NOR,Norway,PACK,Total packaging,GEN,Waste generated,2020,2020,933.069,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2006,2006,343.869,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2007,2007,346.281,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2008,2008,387.414,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2009,2009,374.501,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2010,2010,409.346,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2011,2011,417.998,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2012,2012,389.552,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2013,2013,403.362,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2014,2014,424.861,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2015,2015,437.744,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2016,2016,440.759,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2017,2017,456.029,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2018,2018,439.563,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2019,2019,463.484,,
NOR,Norway,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2020,2020,477.556,,
NOR,Norway,PACK,Total packaging,RECYCLED,Waste recycled in country,2016,2016,217.661,,
NOR,Norway,PACK,Total packaging,RECYCLED,Waste recycled in country,2017,2017,381.064,,
NOR,Norway,PACK,Total packaging,RECYCLED,Waste recycled in country,2018,2018,220.064,,
NOR,Norway,PACK,Total packaging,RECYCLED,Waste recycled in country,2019,2019,132.035,,
NOR,Norway,PACK,Total packaging,RECYCLED,Waste recycled in country,2020,2020,172.702,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2006,2006,281.503,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2007,2007,283.011,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2008,2008,312.728,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2009,2009,307,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2010,2010,309.866,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2011,2011,314.393,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2012,2012,293.606,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2013,2013,301.625,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2014,2014,322.588,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2015,2015,316.435,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2016,2016,303.447,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2017,2017,306.722,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2018,2018,305.723,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2019,2019,315.99,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2020,2020,365.341,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2006,2006,234.253,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2007,2007,232.501,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2008,2008,243.954,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2009,2009,244.227,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2010,2010,257.784,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2011,2011,267.052,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2012,2012,239.69,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2013,2013,245.402,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2014,2014,267.328,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2015,2015,260.077,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2016,2016,251.784,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2017,2017,260.571,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2018,2018,242.55,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2019,2019,263.123,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2020,2020,283.524,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,RECYCLED,Waste recycled in country,2016,2016,90.292,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,RECYCLED,Waste recycled in country,2017,2017,260.571,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,RECYCLED,Waste recycled in country,2018,2018,99.566,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,RECYCLED,Waste recycled in country,2019,2019,0,,
NOR,Norway,PACK_PAPER,Packaging - paper and paperboard,RECYCLED,Waste recycled in country,2020,2020,68.627,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2006,2006,57.679,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2007,2007,62.776,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2008,2008,62.076,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2009,2009,62.846,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2010,2010,63.818,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2011,2011,70.089,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2012,2012,69.369,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2013,2013,73.812,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2014,2014,76.8,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2015,2015,89.377,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2016,2016,88.724,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2017,2017,103.767,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2018,2018,98.867,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2019,2019,93.395,,
NOR,Norway,PACK_GLASS,Packaging - glass,GEN,Waste generated,2020,2020,94.029,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2006,2006,61.387,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2007,2007,62.346,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2008,2008,62.639,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2009,2009,53.843,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2010,2010,58.563,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2011,2011,61.251,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2012,2012,60.79,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2013,2013,63.631,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2014,2014,67.458,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2015,2015,77.557,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2016,2016,79.308,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2017,2017,86.637,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2018,2018,88.375,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2019,2019,91.28,,
NOR,Norway,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2020,2020,84.982,,
NOR,Norway,PACK_GLASS,Packaging - glass,RECYCLED,Waste recycled in country,2016,2016,79.308,,
NOR,Norway,PACK_GLASS,Packaging - glass,RECYCLED,Waste recycled in country,2017,2017,86.637,,
NOR,Norway,PACK_GLASS,Packaging - glass,RECYCLED,Waste recycled in country,2018,2018,88.375,,
NOR,Norway,PACK_GLASS,Packaging - glass,RECYCLED,Waste recycled in country,2019,2019,91.28,,
NOR,Norway,PACK_GLASS,Packaging - glass,RECYCLED,Waste recycled in country,2020,2020,50.482,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2006,2006,131.936,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2007,2007,140.895,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2008,2008,141.018,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2009,2009,147.348,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2010,2010,146.569,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2011,2011,152.133,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2012,2012,158.026,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2013,2013,171.646,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2014,2014,165.185,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2015,2015,184.132,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2016,2016,193.2,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2017,2017,220.614,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2018,2018,221.693,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2019,2019,239.91,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2020,2020,248.09,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2006,2006,39.397,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2007,2007,42.015,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2008,2008,37.591,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2009,2009,44.21,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2010,2010,53.4,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2011,2011,57.223,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2012,2012,60.278,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2013,2013,66.591,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2014,2014,59.695,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2015,2015,68.35,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2016,2016,75.834,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2017,2017,81.416,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2018,2018,80.387,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2019,2019,79.54,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2020,2020,69.253,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,RECYCLED,Waste recycled in country,2016,2016,14.228,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,RECYCLED,Waste recycled in country,2017,2017,13.175,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,RECYCLED,Waste recycled in country,2018,2018,11.427,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,RECYCLED,Waste recycled in country,2019,2019,11.237,,
NOR,Norway,PACK_PLASTIC,Packaging - plastic,RECYCLED,Waste recycled in country,2020,2020,31.01,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2006,2006,13.281,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2007,2007,14.204,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2008,2008,25.46,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2009,2009,20.63,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2010,2010,20.507,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2011,2011,24.074,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2012,2012,20.212,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2013,2013,20.804,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2014,2014,21.268,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2015,2015,20.893,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2016,2016,22.824,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2017,2017,23.443,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2018,2018,23.865,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2019,2019,26.036,,
NOR,Norway,PACK_MET,Packaging - metals,GEN,Waste generated,2020,2020,27.196,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2006,2006,8.832,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2007,2007,9.419,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2008,2008,20.143,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2009,2009,15.587,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2010,2010,15.902,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2011,2011,19.005,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2012,2012,16.041,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2013,2013,14.534,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2014,2014,16.555,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2015,2015,17.081,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2016,2016,19.054,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2017,2017,20.982,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2018,2018,21.834,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2019,2019,22.996,,
NOR,Norway,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2020,2020,25.524,,
NOR,Norway,PACK_MET,Packaging - metals,RECYCLED,Waste recycled in country,2016,2016,19.054,,
NOR,Norway,PACK_MET,Packaging - metals,RECYCLED,Waste recycled in country,2017,2017,20.681,,
NOR,Norway,PACK_MET,Packaging - metals,RECYCLED,Waste recycled in country,2018,2018,20.696,,
NOR,Norway,PACK_MET,Packaging - metals,RECYCLED,Waste recycled in country,2019,2019,22.996,,
NOR,Norway,PACK_MET,Packaging - metals,RECYCLED,Waste recycled in country,2020,2020,22.583,,
POL,Poland,PAPER,"Paper, paperboard and paper products",COL_RECYCLE,Waste collected for recycling,2010,2010,1635.554,,
POL,Poland,PAPER,"Paper, paperboard and paper products",COL_RECYCLE,Waste collected for recycling,2012,2012,1504.697,,
POL,Poland,PAPER,"Paper, paperboard and paper products",COL_RECYCLE,Waste collected for recycling,2014,2014,2014.799,,
POL,Poland,PAPER,"Paper, paperboard and paper products",COL_RECYCLE,Waste collected for recycling,2016,2016,1912.603,,
POL,Poland,PAPER,"Paper, paperboard and paper products",COL_RECYCLE,Waste collected for recycling,2018,2018,1323.625,,
POL,Poland,PAPER,"Paper, paperboard and paper products",COL_RECYCLE,Waste collected for recycling,2020,2020,1948.387,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2004,2004,5.601,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2005,2005,10.616,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2006,2006,3.902,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2007,2007,6.858,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2008,2008,14.296,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2009,2009,17.873,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2010,2010,264.901,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2011,2011,308.346,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2012,2012,394.608,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2013,2013,458.715,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2014,2014,520.838,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2015,2015,446.286,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2016,2016,481.929,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2017,2017,420.144,,
POL,Poland,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2018,2018,392.622,,
